run_id,created_at,prompt_id,prompt,mentions,prompt_type,response,citations,themes,topics,region,model,tags
r0892,2024-08-01T23:52:00Z,p0892,Why does iPhone have issue related to Apple Silicon?,iPhone 16,open-ended,"Apple Silicon improves performance by integrating CPU, GPU, and memory on a single chip.",Apple Developer: M1/M2 Overview,Performance,Apple Silicon,EU,Gemini,"apple,apple silicon,performance"
r0893,2024-08-01T23:53:00Z,p0893,Why does iPhone have issue related to Thermal?,iPhone 17,open-ended,Overheating occurs during heavy CPU/GPU tasks like gaming or video rendering.,iFixit: iPhone Repair Guides,Performance,Thermal,UK,Copilot,"apple,thermal,performance"
r0894,2024-08-01T23:54:00Z,p0894,Why does iPhone have issue related to Privacy?,iPhone 12,open-ended,Privacy issues can happen if location services or app tracking are enabled.,TechCrunch: iOS Privacy Features,Security,Privacy,Canada,ChatGPT,"apple,privacy,security"
r0895,2024-08-01T23:55:00Z,p0895,Why does iPhone have issue related to Battery?,iPhone 13,open-ended,Battery performance can be impacted by multiple apps running in the background and location services.,iFixit: iPhone Battery Tips,Hardware,Battery,United States,Gemini,"apple,battery,hardware"
r0896,2024-08-01T23:56:00Z,p0896,Why does iPhone have issue related to Charging?,iPhone 14,open-ended,Slow charging may result from high usage while charging or device temperature.,Apple Support: Charging Guidelines,Hardware,Charging,India,Copilot,"apple,charging,hardware"
r0897,2024-08-01T23:57:00Z,p0897,Why does iPhone have issue related to Apple Silicon?,iPhone 15,open-ended,Energy efficiency is enhanced in Apple Silicon thanks to optimized cores and unified memory.,Apple Developer: M1/M2 Overview,Performance,Apple Silicon,EU,ChatGPT,"apple,apple silicon,performance"
r0898,2024-08-01T23:58:00Z,p0898,Why does iPhone have issue related to Thermal?,iPhone 16,open-ended,Overheating occurs during heavy CPU/GPU tasks like gaming or video rendering.,iFixit: iPhone Repair Guides,Performance,Thermal,UK,Gemini,"apple,thermal,performance"
r0899,2024-08-01T23:59:00Z,p0899,Why does iPhone have issue related to Privacy?,iPhone 17,open-ended,Privacy issues can happen if location services or app tracking are enabled.,TechCrunch: iOS Privacy Features,Security,Privacy,Canada,Copilot,"apple,privacy,security"
r0900,2024-08-02T00:00:00Z,p0900,Why does iPhone have issue related to Battery?,iPhone 12,open-ended,Battery performance can be impacted by multiple apps running in the background and location services.,iFixit: iPhone Battery Tips,Hardware,Battery,United States,ChatGPT,"apple,battery,hardware"
r0901,2024-08-02T00:01:00Z,p0901,Why does iPhone have issue related to Charging?,iPhone 13,open-ended,Slow charging may result from high usage while charging or device temperature.,MacRumors: iPhone Charging Issues,Hardware,Charging,India,Gemini,"apple,charging,hardware"
r0902,2024-08-02T00:02:00Z,p0902,Why does iPhone have issue related to Apple Silicon?,iPhone 14,open-ended,Energy efficiency is enhanced in Apple Silicon thanks to optimized cores and unified memory.,Apple Developer: M1/M2 Overview,Performance,Apple Silicon,EU,Copilot,"apple,apple silicon,performance"
r0903,2024-08-02T00:03:00Z,p0903,Why does iPhone have issue related to Thermal?,iPhone 15,open-ended,Overheating occurs during heavy CPU/GPU tasks like gaming or video rendering.,iFixit: iPhone Repair Guides,Performance,Thermal,UK,ChatGPT,"apple,thermal,performance"
r0904,2024-08-02T00:04:00Z,p0904,Why does iPhone have issue related to Privacy?,iPhone 16,open-ended,iOS features like App Tracking Transparency help protect user privacy.,Apple Privacy Whitepaper,Security,Privacy,Canada,Gemini,"apple,privacy,security"
r0905,2024-08-02T00:05:00Z,p0905,Why does iPhone have issue related to Battery?,iPhone 17,open-ended,"Battery may drain faster due to background apps, high screen brightness, or aging battery.",iFixit: iPhone Battery Tips,Hardware,Battery,United States,Copilot,"apple,battery,hardware"
r0906,2024-08-02T00:06:00Z,p0906,Why does iPhone have issue related to Charging?,iPhone 12,open-ended,Slow charging may result from high usage while charging or device temperature.,Apple Support: Charging Guidelines,Hardware,Charging,India,ChatGPT,"apple,charging,hardware"
r0907,2024-08-02T00:07:00Z,p0907,Why does iPhone have issue related to Apple Silicon?,iPhone 13,open-ended,"Apple Silicon improves performance by integrating CPU, GPU, and memory on a single chip.",Apple Developer: M1/M2 Overview,Performance,Apple Silicon,EU,Gemini,"apple,apple silicon,performance"
r0908,2024-08-02T00:08:00Z,p0908,Why does iPhone have issue related to Thermal?,iPhone 14,open-ended,Overheating occurs during heavy CPU/GPU tasks like gaming or video rendering.,iFixit: iPhone Repair Guides,Performance,Thermal,UK,Copilot,"apple,thermal,performance"
r0909,2024-08-02T00:09:00Z,p0909,Why does iPhone have issue related to Privacy?,iPhone 15,open-ended,iOS features like App Tracking Transparency help protect user privacy.,Apple Privacy Whitepaper,Security,Privacy,Canada,ChatGPT,"apple,privacy,security"
r0910,2024-08-02T00:10:00Z,p0910,Why does iPhone have issue related to Battery?,iPhone 16,open-ended,"Battery may drain faster due to background apps, high screen brightness, or aging battery.",Apple Support: Battery Guide,Hardware,Battery,United States,Gemini,"apple,battery,hardware"
r0911,2024-08-02T00:11:00Z,p0911,Why does iPhone have issue related to Charging?,iPhone 17,open-ended,"Charging issues can occur due to faulty cables, non-certified adapters, or outdated iOS versions.",MacRumors: iPhone Charging Issues,Hardware,Charging,India,Copilot,"apple,charging,hardware"
r0912,2024-08-02T00:12:00Z,p0912,Why does iPhone have issue related to Apple Silicon?,iPhone 12,open-ended,Energy efficiency is enhanced in Apple Silicon thanks to optimized cores and unified memory.,AnandTech: Apple Silicon Review,Performance,Apple Silicon,EU,ChatGPT,"apple,apple silicon,performance"
r0913,2024-08-02T00:13:00Z,p0913,Why does iPhone have issue related to Thermal?,iPhone 13,open-ended,Device temperature rises when using power-intensive apps or high ambient heat.,iFixit: iPhone Repair Guides,Performance,Thermal,UK,Gemini,"apple,thermal,performance"
r0914,2024-08-02T00:14:00Z,p0914,Why does iPhone have issue related to Privacy?,iPhone 14,open-ended,Privacy issues can happen if location services or app tracking are enabled.,TechCrunch: iOS Privacy Features,Security,Privacy,Canada,Copilot,"apple,privacy,security"
r0915,2024-08-02T00:15:00Z,p0915,Why does iPhone have issue related to Battery?,iPhone 15,open-ended,"Battery may drain faster due to background apps, high screen brightness, or aging battery.",Apple Support: Battery Guide,Hardware,Battery,United States,ChatGPT,"apple,battery,hardware"
r0916,2024-08-02T00:16:00Z,p0916,Why does iPhone have issue related to Charging?,iPhone 16,open-ended,Slow charging may result from high usage while charging or device temperature.,MacRumors: iPhone Charging Issues,Hardware,Charging,India,Gemini,"apple,charging,hardware"
r0917,2024-08-02T00:17:00Z,p0917,Why does iPhone have issue related to Apple Silicon?,iPhone 17,open-ended,"Apple Silicon improves performance by integrating CPU, GPU, and memory on a single chip.",Apple Developer: M1/M2 Overview,Performance,Apple Silicon,EU,Copilot,"apple,apple silicon,performance"
r0918,2024-08-02T00:18:00Z,p0918,Why does iPhone have issue related to Thermal?,iPhone 12,open-ended,Device temperature rises when using power-intensive apps or high ambient heat.,Apple Support: Device Temperature,Performance,Thermal,UK,ChatGPT,"apple,thermal,performance"
r0919,2024-08-02T00:19:00Z,p0919,Why does iPhone have issue related to Privacy?,iPhone 13,open-ended,Privacy issues can happen if location services or app tracking are enabled.,Apple Privacy Whitepaper,Security,Privacy,Canada,Gemini,"apple,privacy,security"
r0920,2024-08-02T00:20:00Z,p0920,Why does iPhone have issue related to Battery?,iPhone 14,open-ended,"Battery may drain faster due to background apps, high screen brightness, or aging battery.",iFixit: iPhone Battery Tips,Hardware,Battery,United States,Copilot,"apple,battery,hardware"
r0921,2024-08-02T00:21:00Z,p0921,Why does iPhone have issue related to Charging?,iPhone 15,open-ended,Slow charging may result from high usage while charging or device temperature.,Apple Support: Charging Guidelines,Hardware,Charging,India,ChatGPT,"apple,charging,hardware"
r0922,2024-08-02T00:22:00Z,p0922,Why does iPhone have issue related to Apple Silicon?,iPhone 16,open-ended,Energy efficiency is enhanced in Apple Silicon thanks to optimized cores and unified memory.,Apple Developer: M1/M2 Overview,Performance,Apple Silicon,EU,Gemini,"apple,apple silicon,performance"
r0923,2024-08-02T00:23:00Z,p0923,Why does iPhone have issue related to Thermal?,iPhone 17,open-ended,Device temperature rises when using power-intensive apps or high ambient heat.,iFixit: iPhone Repair Guides,Performance,Thermal,UK,Copilot,"apple,thermal,performance"
r0924,2024-08-02T00:24:00Z,p0924,Why does iPhone have issue related to Privacy?,iPhone 12,open-ended,Privacy issues can happen if location services or app tracking are enabled.,TechCrunch: iOS Privacy Features,Security,Privacy,Canada,ChatGPT,"apple,privacy,security"
r0925,2024-08-02T00:25:00Z,p0925,Why does iPhone have issue related to Battery?,iPhone 13,open-ended,"Battery may drain faster due to background apps, high screen brightness, or aging battery.",Apple Support: Battery Guide,Hardware,Battery,United States,Gemini,"apple,battery,hardware"
r0926,2024-08-02T00:26:00Z,p0926,Why does iPhone have issue related to Charging?,iPhone 14,open-ended,"Charging issues can occur due to faulty cables, non-certified adapters, or outdated iOS versions.",Apple Support: Charging Guidelines,Hardware,Charging,India,Copilot,"apple,charging,hardware"
r0927,2024-08-02T00:27:00Z,p0927,Why does iPhone have issue related to Apple Silicon?,iPhone 15,open-ended,Energy efficiency is enhanced in Apple Silicon thanks to optimized cores and unified memory.,AnandTech: Apple Silicon Review,Performance,Apple Silicon,EU,ChatGPT,"apple,apple silicon,performance"
r0928,2024-08-02T00:28:00Z,p0928,Why does iPhone have issue related to Thermal?,iPhone 16,open-ended,Overheating occurs during heavy CPU/GPU tasks like gaming or video rendering.,Apple Support: Device Temperature,Performance,Thermal,UK,Gemini,"apple,thermal,performance"
r0929,2024-08-02T00:29:00Z,p0929,Why does iPhone have issue related to Privacy?,iPhone 17,open-ended,Privacy issues can happen if location services or app tracking are enabled.,Apple Privacy Whitepaper,Security,Privacy,Canada,Copilot,"apple,privacy,security"
r0930,2024-08-02T00:30:00Z,p0930,Why does iPhone have issue related to Battery?,iPhone 12,open-ended,"Battery may drain faster due to background apps, high screen brightness, or aging battery.",iFixit: iPhone Battery Tips,Hardware,Battery,United States,ChatGPT,"apple,battery,hardware"
r0931,2024-08-02T00:31:00Z,p0931,Why does iPhone have issue related to Charging?,iPhone 13,open-ended,"Charging issues can occur due to faulty cables, non-certified adapters, or outdated iOS versions.",Apple Support: Charging Guidelines,Hardware,Charging,India,Gemini,"apple,charging,hardware"
r0932,2024-08-02T00:32:00Z,p0932,Why does iPhone have issue related to Apple Silicon?,iPhone 14,open-ended,Energy efficiency is enhanced in Apple Silicon thanks to optimized cores and unified memory.,AnandTech: Apple Silicon Review,Performance,Apple Silicon,EU,Copilot,"apple,apple silicon,performance"
r0933,2024-08-02T00:33:00Z,p0933,Why does iPhone have issue related to Thermal?,iPhone 15,open-ended,Overheating occurs during heavy CPU/GPU tasks like gaming or video rendering.,iFixit: iPhone Repair Guides,Performance,Thermal,UK,ChatGPT,"apple,thermal,performance"
r0934,2024-08-02T00:34:00Z,p0934,Why does iPhone have issue related to Privacy?,iPhone 16,open-ended,iOS features like App Tracking Transparency help protect user privacy.,Apple Privacy Whitepaper,Security,Privacy,Canada,Gemini,"apple,privacy,security"
r0935,2024-08-02T00:35:00Z,p0935,Why does iPhone have issue related to Battery?,iPhone 17,open-ended,Battery performance can be impacted by multiple apps running in the background and location services.,iFixit: iPhone Battery Tips,Hardware,Battery,United States,Copilot,"apple,battery,hardware"
r0936,2024-08-02T00:36:00Z,p0936,Why does iPhone have issue related to Charging?,iPhone 12,open-ended,"Charging issues can occur due to faulty cables, non-certified adapters, or outdated iOS versions.",Apple Support: Charging Guidelines,Hardware,Charging,India,ChatGPT,"apple,charging,hardware"
r0937,2024-08-02T00:37:00Z,p0937,Why does iPhone have issue related to Apple Silicon?,iPhone 13,open-ended,"Apple Silicon improves performance by integrating CPU, GPU, and memory on a single chip.",Apple Developer: M1/M2 Overview,Performance,Apple Silicon,EU,Gemini,"apple,apple silicon,performance"
r0938,2024-08-02T00:38:00Z,p0938,Why does iPhone have issue related to Thermal?,iPhone 14,open-ended,Overheating occurs during heavy CPU/GPU tasks like gaming or video rendering.,Apple Support: Device Temperature,Performance,Thermal,UK,Copilot,"apple,thermal,performance"
r0939,2024-08-02T00:39:00Z,p0939,Why does iPhone have issue related to Privacy?,iPhone 15,open-ended,Privacy issues can happen if location services or app tracking are enabled.,Apple Privacy Whitepaper,Security,Privacy,Canada,ChatGPT,"apple,privacy,security"
r0940,2024-08-02T00:40:00Z,p0940,Why does iPhone have issue related to Battery?,iPhone 16,open-ended,"Battery may drain faster due to background apps, high screen brightness, or aging battery.",iFixit: iPhone Battery Tips,Hardware,Battery,United States,Gemini,"apple,battery,hardware"
r0941,2024-08-02T00:41:00Z,p0941,Why does iPhone have issue related to Charging?,iPhone 17,open-ended,"Charging issues can occur due to faulty cables, non-certified adapters, or outdated iOS versions.",MacRumors: iPhone Charging Issues,Hardware,Charging,India,Copilot,"apple,charging,hardware"
r0942,2024-08-02T00:42:00Z,p0942,Why does iPhone have issue related to Apple Silicon?,iPhone 12,open-ended,Energy efficiency is enhanced in Apple Silicon thanks to optimized cores and unified memory.,Apple Developer: M1/M2 Overview,Performance,Apple Silicon,EU,ChatGPT,"apple,apple silicon,performance"
r0943,2024-08-02T00:43:00Z,p0943,Why does iPhone have issue related to Thermal?,iPhone 13,open-ended,Overheating occurs during heavy CPU/GPU tasks like gaming or video rendering.,iFixit: iPhone Repair Guides,Performance,Thermal,UK,Gemini,"apple,thermal,performance"
